UMAP1,UMAP2,temp
9.847271,14.026511,200.0
9.567235,15.219353,200.5
9.665284,14.193797,201.0
9.708446,15.100873,201.5
9.488526,14.501685,202.0
9.668128,13.982518,202.5
10.126952,14.794939,203.0
10.328408,15.313476,203.5
9.788115,14.834928,204.0
10.048098,14.833073,204.5
10.58196,14.7753315,205.0
10.791232,15.204984,205.5
9.315672,14.927303,206.0
9.734034,14.705125,206.5
9.487472,15.074873,207.0
9.517531,15.429172,207.5
10.000737,14.47096,208.0
9.659405,14.815491,208.5
9.881451,14.736248,209.0
10.2986,15.172999,209.5
9.772814,14.031574,210.0
9.962541,15.208384,210.5
9.563754,14.032816,211.0
9.52231,14.973352,211.5
9.747166,15.368249,212.0
9.646311,13.945144,212.5
9.157466,15.357752,213.0
9.501268,13.895531,213.5
9.408769,15.178949,214.0
9.316851,15.001703,214.5
9.933735,13.853321,215.0
9.248668,15.338121,215.5
9.188272,15.131576,216.0
9.306807,14.659138,216.5
9.532637,14.000407,217.0
9.158458,14.856437,217.5
9.491007,13.934966,218.0
9.633899,15.0467415,218.5
9.730087,14.712112,219.0
9.910218,14.675648,219.5
9.74465,15.718199,220.0
9.992701,15.457022,220.5
10.29261,14.845057,221.0
10.188777,15.615178,221.5
10.098258,15.233632,222.0
10.14732,15.10289,222.5
10.09785,15.0157,223.0
9.79791,13.697336,223.5
9.621213,14.876424,224.0
9.8388815,15.36969,224.5
9.894699,15.120326,225.0
9.688713,13.791338,225.5
9.7439375,14.081091,226.0
10.509396,15.386187,226.5
10.322994,14.215903,227.0
9.913009,15.307582,227.5
9.39916,13.951184,228.0
9.236492,15.432201,228.5
9.574703,14.139724,229.0
9.006226,15.386236,229.5
9.795969,14.5422325,230.0
10.291288,14.155361,230.5
10.4062605,14.493991,231.0
10.293111,14.3692255,231.5
10.207065,14.009287,232.0
10.063161,14.564223,232.5
10.021186,13.841327,233.0
9.557175,15.333546,233.5
9.862623,15.353696,234.0
9.72485,15.6609535,234.5
10.868539,15.254997,235.0
9.847999,15.751687,235.5
10.306381,15.880306,236.0
10.678812,15.256951,236.5
10.164309,14.299103,237.0
10.700205,15.329564,237.5
10.087942,16.0788,238.0
9.828669,13.772693,238.5
9.717861,13.831852,239.0
9.846455,13.919223,239.5
9.667955,15.810176,240.0
10.329014,15.033878,240.5
9.743687,13.78579,241.0
9.233242,15.274042,241.5
10.2597885,15.114943,242.0
10.034698,14.469248,242.5
10.148598,14.960396,243.0
10.443385,15.499846,243.5
9.995533,15.074323,244.0
9.778958,14.692903,244.5
10.027697,16.19638,245.0
9.835246,15.681991,245.5
10.242744,14.863716,246.0
9.701139,15.570676,246.5
9.60202,15.839263,247.0
10.540315,15.733367,247.5
10.611925,15.869952,248.0
10.474287,16.050735,248.5
11.333798,15.468331,249.0
10.162813,15.770343,249.5
10.636235,15.207184,250.0
10.257693,16.08218,250.5
10.042263,13.911097,251.0
9.615713,15.477884,251.5
9.4701395,14.830803,252.0
9.760888,15.42471,252.5
10.087412,16.051695,253.0
10.045508,15.658675,253.5
9.208744,15.23561,254.0
9.377017,14.892703,254.5
10.459113,15.942988,255.0
10.463759,15.780856,255.5
10.011288,15.162037,256.0
10.003741,14.964975,256.5
10.929322,15.735987,257.0
11.080659,15.361897,257.5
10.954762,15.480431,258.0
9.742529,14.900219,258.5
10.0971775,15.413785,259.0
9.687571,16.298845,259.5
10.667728,15.385432,260.0
9.968774,15.906464,260.5
9.648255,15.397601,261.0
9.626296,14.258392,261.5
10.047158,15.9497795,262.0
10.555141,14.747323,262.5
9.960678,13.861992,263.0
10.365919,14.978717,263.5
9.870965,13.897337,264.0
9.775773,16.166496,264.5
10.731102,15.562969,265.0
9.985801,15.305628,265.5
9.501957,15.179028,266.0
9.905705,15.738249,266.5
9.751113,16.116055,267.0
9.634015,15.903515,267.5
9.870074,15.259253,268.0
9.9997835,15.398854,268.5
9.224862,14.7694,269.0
9.973979,14.742544,269.5
9.863227,15.826949,270.0
9.483951,13.900691,270.5
10.4370165,14.716345,271.0
9.680961,14.629188,271.5
10.229692,14.638972,272.0
10.413292,14.095698,272.5
10.504027,15.080609,273.0
11.103915,14.732721,273.5
10.073532,14.415004,274.0
9.579362,15.007456,274.5
10.163578,15.068503,275.0
10.088945,14.737512,275.5
10.351819,15.178201,276.0
10.52367,14.577945,276.5
11.570256,15.123357,277.0
10.338603,15.695927,277.5
10.366836,14.532208,278.0
10.348383,15.839735,278.5
10.55811,14.447096,279.0
10.870023,14.826056,279.5
9.749384,14.336718,280.0
10.324417,15.135271,280.5
11.386466,14.974283,281.0
9.737578,16.047958,281.5
9.750472,15.767061,282.0
10.772344,15.172342,282.5
10.9300785,14.748426,283.0
9.429006,14.521148,283.5
