UMAP1,UMAP2,temp
-21.944517,45.550217,200.0
-22.223125,45.550053,200.5
-22.14702,45.53564,201.0
-22.027746,45.39815,201.5
-22.014174,45.5726,202.0
-22.192665,45.231884,202.5
-22.122738,45.74275,203.0
-22.007538,45.558895,203.5
-22.008823,45.453243,204.0
-22.171972,45.706364,204.5
-22.243633,45.7061,205.0
-22.219425,45.578014,205.5
-22.16045,45.294533,206.0
-22.145115,45.36959,206.5
-22.254177,45.600193,207.0
-22.241362,45.308727,207.5
-22.10196,45.82727,208.0
-22.158493,45.699432,208.5
-21.960836,45.517303,209.0
-22.435415,45.2724,209.5
-22.340212,45.025906,210.0
-22.00543,45.491745,210.5
-22.18939,45.146095,211.0
-22.513166,45.633358,211.5
-22.201492,45.472973,212.0
-21.935867,45.613407,212.5
-21.868336,45.524036,213.0
-22.455967,45.499893,213.5
-22.191568,45.80059,214.0
-22.295565,45.319435,214.5
-22.037422,45.435146,215.0
-22.043028,45.69751,215.5
-22.507534,45.472763,216.0
-22.265177,45.06363,216.5
-22.193579,45.765408,217.0
-21.805285,45.347397,217.5
-22.411037,45.777084,218.0
-22.617657,45.738647,218.5
-22.09819,45.66205,219.0
-21.972607,45.420864,219.5
-22.44237,45.6023,220.0
-22.250338,45.04036,220.5
-22.181053,45.05865,221.0
-22.112629,45.646645,221.5
-22.45202,44.988297,222.0
-22.38194,45.09465,222.5
-21.88521,45.58171,223.0
-22.391096,45.4541,223.5
-22.6069,45.601913,224.0
-22.371159,45.72743,224.5
-22.111681,45.110916,225.0
-22.397303,45.756058,225.5
-22.54861,45.075798,226.0
-22.572905,45.63015,226.5
-22.645866,45.171608,227.0
-22.207354,45.209923,227.5
-22.322435,45.291218,228.0
-22.589611,45.6829,228.5
-21.974258,45.39374,229.0
-22.336948,45.34777,229.5
-22.75895,41.355675,230.0
-22.755112,41.428978,230.5
-21.317516,39.92908,231.0
-23.012781,41.51395,231.5
-22.962881,41.960064,232.0
-22.887703,41.851784,232.5
-22.810354,41.826984,233.0
-22.852442,41.826256,233.5
-22.959036,41.632023,234.0
-20.937204,40.13167,234.5
-23.010738,41.601974,235.0
-22.956398,41.760555,235.5
-23.082302,41.77613,236.0
-21.124807,40.194523,236.5
-21.136614,39.86883,237.0
-23.11237,41.522053,237.5
-22.737799,41.403206,238.0
-22.841513,41.033096,238.5
-22.975445,40.940357,239.0
-23.013721,41.471382,239.5
-22.96636,41.47508,240.0
-21.209904,40.220966,240.5
-22.893295,40.997486,241.0
-22.900711,40.780514,241.5
-22.80723,41.251545,242.0
-23.052938,41.429287,242.5
-22.959621,41.06602,243.0
-23.09177,41.528606,243.5
-21.157862,39.948097,244.0
-23.02043,41.49068,244.5
-22.822859,41.087666,245.0
-23.034689,41.03449,245.5
-23.111204,41.049454,246.0
-23.137339,41.802063,246.5
-21.328249,40.435223,247.0
-22.898657,41.526493,247.5
-22.632717,41.212067,248.0
-21.451231,40.361877,248.5
-21.2935,40.203964,249.0
-22.70159,41.283466,249.5
-21.07775,40.137207,250.0
-21.28548,40.08874,250.5
-21.688883,40.578773,251.0
-23.405512,41.50466,251.5
-23.289654,41.394085,252.0
-23.41633,41.463406,252.5
-22.144726,41.3727,253.0
-22.721413,41.809113,253.5
-22.964855,41.8707,254.0
-21.351387,40.192574,254.5
-21.368666,40.217007,255.0
-21.318546,40.590477,255.5
-22.939238,41.656414,256.0
-21.323545,40.3916,256.5
-21.246037,39.781876,257.0
-22.42908,41.540405,257.5
-21.272676,40.695107,258.0
-21.111023,40.064636,258.5
-22.812593,41.913445,259.0
-21.71312,40.03772,259.5
-23.09132,41.215084,260.0
-23.224457,41.39595,260.5
-23.269306,41.739754,261.0
-23.314915,41.76514,261.5
-21.447655,40.218163,262.0
-21.292976,40.833233,262.5
-22.882166,41.100117,263.0
-20.79373,40.229465,263.5
-21.02298,40.4358,264.0
-21.267845,40.013786,264.5
-22.534307,41.25895,265.0
-22.858395,40.683605,265.5
-20.911823,40.400898,266.0
-21.049858,40.439472,266.5
-20.76561,39.992653,267.0
-20.95607,40.135002,267.5
-21.982141,40.55219,268.0
-20.821398,40.073822,268.5
-21.248178,39.925438,269.0
-22.127827,40.096752,269.5
-23.155853,41.200035,270.0
-21.179996,40.387245,270.5
-22.72214,41.71992,271.0
-23.0895,40.905193,271.5
-21.89576,41.23656,272.0
-23.056137,41.129948,272.5
-20.874628,40.489452,273.0
-23.028433,41.5512,273.5
-21.345146,40.143314,274.0
-21.335133,40.308308,274.5
-20.783966,39.87721,275.0
-20.948994,40.544037,275.5
-22.291546,40.157925,276.0
-22.5282,40.377968,276.5
-22.522833,41.612885,277.0
-21.286089,40.468296,277.5
-22.966877,40.983852,278.0
-20.741219,39.916397,278.5
-20.928883,40.13308,279.0
-23.408308,41.194508,279.5
-23.281055,41.784348,280.0
-21.277191,40.67256,280.5
-20.924036,40.620453,281.0
-22.629358,41.566353,281.5
-22.490347,41.40466,282.0
-21.579353,40.982937,282.5
-23.10565,41.94469,283.0
-20.899025,40.355423,283.5
-22.535328,41.80868,284.0
-23.38612,41.092766,284.5
-23.452858,41.099102,285.0
-22.78763,40.9308,285.5
-21.73371,40.625378,286.0
-22.590696,41.555813,286.5
-23.2112,40.91851,287.0
-23.2463,40.998337,287.5
-22.229713,41.47268,288.0
-21.178535,40.07865,288.5
-23.219147,40.851147,289.0
-21.158964,40.342403,289.5
-21.957232,40.835598,290.0
-21.40382,40.426662,290.5
-22.344059,41.607025,291.0
-22.915018,40.74184,291.5
-22.574306,40.967884,292.0
-22.668795,41.009163,292.5
-21.80569,40.165226,293.0
-22.409117,40.959362,293.5
-21.781172,40.148445,294.0
-22.224255,40.76925,294.5
-21.685251,39.890423,295.0
-23.189562,41.244385,295.5
-21.805155,40.42688,296.0
-23.219048,40.988724,296.5
-22.435162,41.22117,297.0
-21.620678,40.234188,297.5
-21.680067,40.32171,298.0
-21.889086,40.39296,298.5
-23.126066,41.241253,299.0
-22.417099,40.73358,299.5
-22.01432,40.63435,300.0
-21.69431,40.41418,300.5
-21.882555,40.216835,301.0
-22.463284,40.77807,301.5
-22.30755,40.911297,302.0
-22.099289,40.56737,302.5
-19.531322,36.623417,303.0
-22.38859,40.65819,303.5
-22.667809,40.736057,304.0
-21.810976,40.54423,304.5
-22.458502,41.253746,305.0
-22.16866,40.523136,305.5
-22.32321,41.222626,306.0
-22.811401,41.103146,306.5
-22.719166,41.31454,307.0
-22.62935,40.9256,307.5
-22.793083,41.5233,308.0
-22.719418,41.452076,308.5
-21.599886,40.183277,309.0
-21.717773,40.512222,309.5
-21.441229,40.286175,310.0
-21.70909,40.196,310.5
-21.499704,40.09792,311.0
-21.287813,39.71763,311.5
-23.544401,41.301403,312.0
-21.786163,39.931942,312.5
-21.82323,39.849224,313.0
-21.313152,40.473232,313.5
-21.850065,39.966,314.0
-21.456053,39.620823,314.5
-21.213425,39.63678,315.0
-20.989946,40.275402,315.5
-21.110888,39.54372,316.0
-20.99221,39.604492,316.5
-22.423103,41.624317,317.0
-21.367262,39.64276,317.5
-21.188087,39.603893,318.0
-20.95672,39.352886,318.5
-20.886272,39.547157,319.0
-20.918718,39.302612,319.5
-18.440527,36.5679,320.0
-18.517763,36.706524,320.5
-18.626415,36.510265,321.0
-18.368952,36.636253,321.5
-18.305561,36.694633,322.0
-18.64446,36.726494,322.5
-18.409313,36.50453,323.0
-18.636644,36.365494,323.5
-18.38867,36.57135,324.0
-18.223639,36.51641,324.5
-18.383863,36.40161,325.0
-18.236124,36.47097,325.5
-18.450777,36.478397,326.0
-18.530787,36.455276,326.5
-18.351109,36.473988,327.0
-18.351765,36.53476,327.5
-18.70094,36.649734,328.0
-18.549608,36.668953,328.5
-18.830175,36.452988,329.0
-18.817295,36.668377,329.5
-18.861103,36.774944,330.0
-18.910128,37.099476,330.5
-18.798096,36.928814,331.0
-18.774027,36.67246,331.5
-18.892092,36.888664,332.0
-18.941216,36.88475,332.5
-18.665905,36.80674,333.0
-18.9529,36.720963,333.5
-18.866999,36.911293,334.0
-18.977554,36.845955,334.5
-18.7856,37.229366,335.0
-18.647093,36.889126,335.5
-18.555056,36.877934,336.0
-18.685135,37.033226,336.5
-19.000889,37.09414,337.0
-18.951397,36.91419,337.5
-18.899223,36.955223,338.0
-18.859293,36.92849,338.5
-18.806705,36.814606,339.0
-18.791838,37.087093,339.5
-18.641834,36.98367,340.0
-18.249939,36.84402,340.5
-18.355915,36.89561,341.0
-18.336838,37.004425,341.5
-18.414282,37.08242,342.0
-18.589966,37.267284,342.5
-18.605667,37.243458,343.0
-18.866175,37.344013,343.5
-18.791954,37.35919,344.0
-18.863968,37.324856,344.5
-18.840908,37.312916,345.0
-18.980843,37.337345,345.5
-18.990536,37.42038,346.0
-18.846302,37.353237,346.5
-18.902805,37.474197,347.0
-18.975742,37.423927,347.5
-18.984356,37.44405,348.0
-19.064365,37.078682,348.5
-19.17756,36.659294,349.0
-19.166853,37.09028,349.5
-18.68084,35.14247,350.0
-18.708176,35.208267,350.5
-18.649714,35.09912,351.0
-18.743017,35.207577,351.5
-18.592052,35.031307,352.0
-18.619663,35.04972,352.5
-18.805151,35.304413,353.0
-18.608318,35.0512,353.5
-18.718481,35.104755,354.0
-18.747066,35.217014,354.5
-18.554684,34.95992,355.0
-18.696648,35.10954,355.5
-18.565165,34.969856,356.0
-18.831547,35.238037,356.5
-18.66635,35.043324,357.0
-18.618872,35.02694,357.5
-18.563251,34.962772,358.0
-18.70368,35.145016,358.5
-18.665146,35.70907,359.0
-18.923656,35.740494,359.5
-18.954407,36.14395,360.0
-19.069906,36.23662,360.5
-19.020063,36.277054,361.0
-19.137285,36.18548,361.5
-18.952112,36.226772,362.0
-19.098114,36.084076,362.5
-19.126656,36.132843,363.0
-19.19936,36.007656,363.5
-19.07768,36.25692,364.0
-19.092989,36.04308,364.5
-18.849997,36.25179,365.0
-19.221457,36.020657,365.5
-19.032104,35.868984,366.0
-19.022442,36.133713,366.5
-18.95331,36.39999,367.0
-19.011738,36.328693,367.5
-19.185276,36.08593,368.0
-19.14745,36.20469,368.5
-19.268417,36.151604,369.0
-19.049026,36.593254,369.5
-18.909647,35.461266,370.0
16.567663,11.966213,370.5
16.474976,11.867493,371.0
16.654902,11.960824,371.5
16.570368,11.967877,372.0
16.438236,11.876256,372.5
16.545675,11.938695,373.0
16.519129,12.002825,373.5
16.386923,11.849916,374.0
16.477251,11.985591,374.5
16.569324,11.902893,375.0
16.509262,11.86169,375.5
16.378662,11.94034,376.0
16.640757,12.045583,376.5
16.426846,11.897331,377.0
16.626274,11.997401,377.5
16.535145,12.022407,378.0
16.666327,12.010889,378.5
16.675894,12.097846,379.0
16.641563,11.876812,379.5
16.6856,12.044406,380.0
16.708576,12.059971,380.5
16.788954,11.881054,381.0
9.25584,6.983352,381.5
9.286975,7.034559,382.0
9.210433,6.9433756,382.5
9.257127,6.980216,383.0
9.158131,6.896148,383.5
9.127507,6.8540964,384.0
9.24208,6.9873633,384.5
9.214347,6.954094,385.0
9.156977,6.8848968,385.5
9.103197,6.835682,386.0
9.245052,6.9350305,386.5
9.178151,6.8504596,387.0
9.143863,6.869057,387.5
9.027516,6.7648544,388.0
9.049814,6.8064218,388.5
8.99909,6.6992245,389.0
9.026129,6.7903466,389.5
8.848863,6.5281854,390.0
8.586426,6.4009175,390.5
8.632026,6.2610536,391.0
8.538255,6.1577883,391.5
8.572382,6.220412,392.0
8.526771,6.170108,392.5
8.658032,6.301748,393.0
8.506283,6.127278,393.5
8.45724,6.0769706,394.0
8.49078,6.092616,394.5
8.629855,6.23662,395.0
8.486823,6.1095543,395.5
8.492747,6.1020045,396.0
8.511774,6.136857,396.5
8.383509,5.9961605,397.0
8.413601,6.03252,397.5
8.422355,6.0220113,398.0
8.376896,6.030029,398.5
8.545942,6.170451,399.0
8.392158,6.0153317,399.5
4.193015,6.9865,400.0
4.148483,7.0145855,400.5
4.026321,6.980828,401.0
4.191875,6.9426923,401.5
4.158106,6.9679112,402.0
4.055441,6.98888,402.5
4.164617,6.967467,403.0
4.079076,6.977255,403.5
4.0297165,7.052849,404.0
4.0826764,6.9492364,404.5
4.12569,7.1030703,405.0
4.009713,7.0081487,405.5
4.027573,6.9964805,406.0
4.0210466,6.9720683,406.5
4.012534,6.9647384,407.0
4.0212297,7.067953,407.5
3.913859,7.071492,408.0
3.80112,7.190334,408.5
3.697186,7.275799,409.0
3.7782109,7.2049184,409.5
3.2580817,7.6332912,410.0
3.185961,7.696704,410.5
3.1526484,7.7248445,411.0
3.068493,7.792427,411.5
3.010607,7.8479686,412.0
2.98374,7.8708525,412.5
2.9945948,7.8609204,413.0
3.0585601,7.8045287,413.5
2.955432,7.897446,414.0
2.931045,7.919064,414.5
2.8641071,7.98516,415.0
2.9337225,7.9159527,415.5
2.7711582,8.071925,416.0
2.831108,8.013912,416.5
2.743376,8.099458,417.0
2.6889806,8.154197,417.5
2.549315,8.298086,418.0
2.6515553,8.192558,418.5
2.5023193,8.348167,419.0
2.3977714,8.464126,419.5
2.2615259,8.613182,420.0
2.265534,8.614506,420.5
2.2298086,8.651407,421.0
2.2170706,8.666802,421.5
2.2068865,8.6764,422.0
2.2003627,8.69437,422.5
2.1212282,8.790528,423.0
2.0918794,8.8142,423.5
2.1084719,8.800947,424.0
2.0635715,8.842839,424.5
2.1443806,8.757034,425.0
2.0780022,8.833272,425.5
1.984656,8.933498,426.0
2.0041246,8.913812,426.5
2.012144,8.904926,427.0
2.0263805,8.889398,427.5
1.9928515,8.923798,428.0
2.0334084,8.868085,428.5
1.9735214,9.099944,429.0
1.9321382,9.003959,429.5
3.477313,11.203248,430.0
3.4355984,11.171613,430.5
3.5148103,11.255721,431.0
3.4565468,11.19712,431.5
3.630936,11.385517,432.0
3.5478766,11.290183,432.5
3.5745387,11.325801,433.0
3.4650264,11.206045,433.5
3.5483923,11.295897,434.0
3.581697,11.333542,434.5
3.5896058,11.341152,435.0
3.574621,11.326987,435.5
3.5705585,11.32209,436.0
3.765678,11.525582,436.5
3.6945114,11.456435,437.0
3.7472367,11.511891,437.5
3.8730931,11.646962,438.0
3.926852,11.705346,438.5
3.7876334,11.5602865,439.0
3.731291,11.49641,439.5
4.21476,12.020093,440.0
4.211657,12.019945,440.5
4.3238773,12.140808,441.0
4.304855,12.11554,441.5
4.323327,12.1412115,442.0
4.4594483,12.278549,442.5
4.498701,12.311634,443.0
